"","time","x","y","pupil","num_fields","is_valid_row","real_row","conf_start","stim_start","conf_end","stim_end","trial","pre_stim","ref_mean","ref_sd","thisRow.t","notes","block","Trialtype","withinblocktrial","RTdec","resp","cor","dots.direction","cor_resp","coherence","scale","SR_conf","RTrating","interval","interTrial.interval","start_conf","subject","age","gender","handedness","X","n"
"910501",9423493,"  925.5","  645.2",4056,5,TRUE,905705,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,910501
"910601",9423593,"  925.9","  643.9",4033,5,TRUE,905805,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,910601
"910701",9423693," 1004.1","  640.8",3993,5,TRUE,905909,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,910701
"910801",9423793,"  999.5","  631.6",4001,5,TRUE,906009,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,910801
"910901",9423893,"  999.2","  631.1",4001,5,TRUE,906109,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,910901
"911001",9423993,"  960.3","  641.6",3988,5,TRUE,906213,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911001
"911101",9424093,"  964.5","  640.6",3980,5,TRUE,906313,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911101
"911201",9424193,"  980.7","  631.6",3990,5,TRUE,906413,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911201
"911301",9424293,"  979.9","  626.9",3968,5,TRUE,906514,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911301
"911401",9424393,"  987.7","  627.9",3948,5,TRUE,906614,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911401
"911501",9424493,"  998.7","  622.3",3956,5,TRUE,906718,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911501
"911601",9424593," 1006.3","  629.4",3965,5,TRUE,906818,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911601
"911701",9424693," 1011.4","  625.7",3978,5,TRUE,906918,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911701
"911801",9424793," 1015.9","  639.9",3998,5,TRUE,907018,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911801
"911901",9424893," 1016.3","  632.7",3987,5,TRUE,907118,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,911901
"912001",9424993," 1049.6","  637.9",4007,5,TRUE,907223,FALSE,FALSE,FALSE,FALSE,197,FALSE,4553.94059405941,10.8837693674372,NA,NA,6,"Main",12,1.31805789999999,"up",1,90,"up",0.454489795918367,"conf","0.6200000000000001","0.6652940999993007","4.281776622326139",1.67732024639194,0.636050250441321,5,2654,"h","r",NA,912001
"912101",9426841,"  915.5","638.5",4715,5,TRUE,NA,NA,NA,NA,NA,198,TRUE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912101
"912201",9426840,"  915.6","637.4",4715,5,TRUE,907369,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912201
"912301",9426939,"  924.9","642.7",4743,5,TRUE,907469,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912301
"912401",9427039,"  924.5","638.4",4771,5,TRUE,907569,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912401
"912501",9427139,"  917.7","639.8",4787,5,TRUE,907669,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912501
"912601",9427239,"  911.2","632.7",4793,5,TRUE,907769,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912601
"912701",9427339,"  914.2","636.5",4808,5,TRUE,907869,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912701
"912801",9427439,"  915.4","629.8",4834,5,TRUE,907969,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912801
"912901",9427539,"  920.6","623.1",4830,5,TRUE,908069,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,912901
"913001",9427639,"  911.9","629.1",4858,5,TRUE,908169,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913001
"913101",9427739,"  870.5","614.5",4880,5,TRUE,908273,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913101
"913201",9427839,"  867.6","609.4",4872,5,TRUE,908373,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913201
"913301",9427939,"  867.2","607.3",4881,5,TRUE,908473,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913301
"913401",9428038,"  867.7","610.8",4872,5,TRUE,908573,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913401
"913501",9428138,"  866.6","609.7",4860,5,TRUE,908673,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913501
"913601",9428238,"  867.0","625.8",4832,5,TRUE,908775,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913601
"913701",9428338,"  911.5","650.1",4738,5,TRUE,908881,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913701
"913801",9428438,"  925.9","674.7",4782,5,TRUE,908981,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913801
"913901",9428538,"  943.3","651.5",4805,5,TRUE,909085,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,913901
"914001",9428638,"  932.1","641",4807,5,TRUE,909185,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914001
"914101",9428738,"  934.8","639.8",4780,5,TRUE,909285,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914101
"914201",9428838,"  910.7","641.2",4739,5,TRUE,909389,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914201
"914301",9428938,"  911.3","635.6",4712,5,TRUE,909489,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914301
"914401",9429038,"  910.3","638.2",4712,5,TRUE,909589,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914401
"914501",9429138,"  905.8","634.4",4727,5,TRUE,909689,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914501
"914601",9429238,"  905.0","632.6",4754,5,TRUE,909789,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914601
"914701",9429338,"  926.1","635.5",4795,5,TRUE,909889,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914701
"914801",9429438,"  899.0","628.9",4805,5,TRUE,909993,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914801
"914901",9429538,"  902.5","626.7",4802,5,TRUE,910093,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,914901
"915001",9429638,"  898.8","632.8",4786,5,TRUE,910193,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915001
"915101",9429738,"  898.0","630.9",4781,5,TRUE,910293,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915101
"915201",9429838,"  901.3","630.7",4770,5,TRUE,910393,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915201
"915301",9429938,"  906.3","632",4740,5,TRUE,910493,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915301
"915401",9430038,"  902.1","626.5",4749,5,TRUE,910593,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915401
"915501",9430138,"  926.1","622.9",4749,5,TRUE,910697,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915501
"915601",9430238,"  925.4","626.1",4734,5,TRUE,910797,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915601
"915701",9430338,"  931.6","626.6",4749,5,TRUE,910897,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915701
"915801",9430438,"  929.0","628.2",4735,5,TRUE,910998,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915801
"915901",9430538,"  934.0","632.8",4745,5,TRUE,911098,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,915901
"916001",9430638," 1017.3","628.1",4739,5,TRUE,911202,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,916001
"916101",9430738," 1018.9","630.6",4742,5,TRUE,911302,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,916101
"916201",9430838," 1047.7","634.1",4725,5,TRUE,911406,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,916201
"916301",9430938," 1049.5","635",4708,5,TRUE,911507,FALSE,FALSE,FALSE,FALSE,198,FALSE,4711.86138613861,10.990022477657,NA,NA,6,"Main",13,1.24058650000006,"down",1,270,"down",0.232244897959184,"conf","0.6200000000000001","0.5346857999993517","3.581713507157582",1.62412841191172,0.671546930893476,5,2654,"h","r",NA,916301
"916401",9432732,"  910.9","631.4",4345,5,TRUE,NA,NA,NA,NA,NA,199,TRUE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916401
"916501",9432731,"  911.4","631.5",4342,5,TRUE,911653,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916501
"916601",9432830,"  909.1","625.6",4337,5,TRUE,911753,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916601
"916701",9432930,"  915.2","626",4377,5,TRUE,911853,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916701
"916801",9433030,"  913.1","624.5",4384,5,TRUE,911953,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916801
"916901",9433130,"  907.0","634.2",4389,5,TRUE,912053,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,916901
"917001",9433230,"  909.7","628.6",4393,5,TRUE,912153,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917001
"917101",9433330,"  907.6","639.2",4387,5,TRUE,912253,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917101
"917201",9433430,"  910.7","635.1",4403,5,TRUE,912353,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917201
"917301",9433530,"  907.2","610.1",4391,5,TRUE,912453,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917301
"917401",9433629,"  909.4","613.1",4368,5,TRUE,912553,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917401
"917501",9433729,"  908.9","615",4350,5,TRUE,912653,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917501
"917601",9433829,"  913.3","613.1",4331,5,TRUE,912753,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917601
"917701",9433929,"  913.6","625.6",4348,5,TRUE,912853,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917701
"917801",9434029,"  918.3","624.5",4345,5,TRUE,912953,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917801
"917901",9434129,"  916.2","627.6",4323,5,TRUE,913053,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,917901
"918001",9434229,"  919.9","630.9",4312,5,TRUE,913153,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,918001
"918101",9434329,"  918.5","633.9",4339,5,TRUE,913253,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,918101
"918201",9434429,"  913.8","632.5",4324,5,TRUE,913353,FALSE,FALSE,FALSE,FALSE,199,FALSE,4339.48514851485,9.04059053534241,NA,NA,6,"Main",14,0.897285299999567,"down",1,270,"down",0.53530612244898,"conf","0.8799999999999999","0.7109477000012703","3.449499464858694",2.98162664861744,0.576195287195273,5,2654,"h","r",NA,918201
